gene_id	gene_name	number_of_cells_expressed
ENSG00000150625	GPM6A	5385204
ENSG00000079819	EPB41L2	5384252
ENSG00000074800	ENO1	5382276
ENSG00000067560	RHOA	5382113
ENSG00000088387	DOCK9	5380326
ENSG00000116731	PRDM2	5379951
ENSG00000170456	DENND5B	5379607
ENSG00000197323	TRIM33	5375626
ENSG00000010803	SCMH1	5374450
ENSG00000105220	GPI	5370852
ENSG00000100320	RBFOX2	5370145
ENSG00000155849	ELMO1	5369803
ENSG00000184863	RBM33	5368795
ENSG00000109472	CPE	5364967
ENSG00000114126	TFDP2	5363201
ENSG00000158985	CDC42SE2	5363071
ENSG00000105993	DNAJB6	5361907
ENSG00000105640	RPL18A	5360843
ENSG00000167468	GPX4	5360736
ENSG00000109971	HSPA8	5360499
ENSG00000164985	PSIP1	5360166
ENSG00000033627	ATP6V0A1	5359189
ENSG00000071082	RPL31	5357028
ENSG00000107745	MICU1	5354031
ENSG00000078699	CBFA2T2	5350954
ENSG00000173163	COMMD1	5350556
ENSG00000117868	ESYT2	5349797
ENSG00000101654	RNMT	5349590
ENSG00000143774	GUK1	5345653
ENSG00000010818	HIVEP2	5344121
ENSG00000020426	MNAT1	5340495
ENSG00000154229	PRKCA	5339764
ENSG00000165995	CACNB2	5337243
ENSG00000125676	THOC2	5336831
ENSG00000154122	ANKH	5332761
ENSG00000132639	SNAP25	5332686
ENSG00000221914	PPP2R2A	5332664
ENSG00000039319	ZFYVE16	5332193
ENSG00000134882	UBAC2	5330942
ENSG00000104765	BNIP3L	5330523
ENSG00000147274	RBMX	5330159
ENSG00000174437	ATP2A2	5326012
ENSG00000083535	PIBF1	5323280
ENSG00000088854	DNAAF9	5318999
ENSG00000145348	TBCK	5318325
ENSG00000171858	RPS21	5317941
ENSG00000198815	FOXJ3	5317673
ENSG00000067208	EVI5	5317039
ENSG00000105223	PLD3	5314127
ENSG00000077380	DYNC1I2	5312386
ENSG00000089157	RPLP0	5312328
ENSG00000106723	SPIN1	5311504
ENSG00000102893	PHKB	5310274
ENSG00000166377	ATP9B	5308693
ENSG00000197548	ATG7	5307664
ENSG00000120594	PLXDC2	5307171
ENSG00000179915	NRXN1	5306954
ENSG00000118200	CAMSAP2	5306587
ENSG00000108306	FBXL20	5306119
ENSG00000112137	PHACTR1	5305964
ENSG00000065559	MAP2K4	5304881
ENSG00000111371	SLC38A1	5301600
ENSG00000134909	ARHGAP32	5301255
ENSG00000198677	SKIC3	5300250
ENSG00000066032	CTNNA2	5299651
ENSG00000116350	SRSF4	5298839
ENSG00000114796	KLHL24	5297687
ENSG00000197958	RPL12	5297542
ENSG00000069849	ATP1B3	5295727
ENSG00000134152	KATNBL1	5293009
ENSG00000173726	TOMM20	5291352
ENSG00000048471	SNX29	5287256
ENSG00000154265	ABCA5	5286839
ENSG00000166167	BTRC	5282849
ENSG00000137941	TTLL7	5276722
ENSG00000085832	EPS15	5276683
ENSG00000092108	SCFD1	5275884
ENSG00000196220	SRGAP3	5275672
ENSG00000006125	AP2B1	5275443
ENSG00000151746	BICD1	5273853
ENSG00000136709	WDR33	5273130
ENSG00000067798	NAV3	5272315
ENSG00000147604	RPL7	5269522
ENSG00000133030	MPRIP	5267589
ENSG00000159459	UBR1	5266944
ENSG00000123684	LPGAT1	5266438
ENSG00000144746	ARL6IP5	5265777
ENSG00000140264	SERF2	5263182
ENSG00000105176	URI1	5262001
ENSG00000134283	PPHLN1	5261865
ENSG00000086758	HUWE1	5260804
ENSG00000110367	DDX6	5260655
ENSG00000139163	ETNK1	5256594
ENSG00000100030	MAPK1	5255824
ENSG00000054611	TBC1D22A	5254467
ENSG00000154556	SORBS2	5252483
ENSG00000101126	ADNP	5251457
ENSG00000110321	EIF4G2	5251197
ENSG00000112305	SMAP1	5250854
ENSG00000221983	UBA52	5250021
ENSG00000144711	IQSEC1	5246133
ENSG00000171843	MLLT3	5246004
ENSG00000138078	PREPL	5245510
ENSG00000170871	KIAA0232	5244357
ENSG00000185946	RNPC3	5243885
ENSG00000142168	SOD1	5242608
ENSG00000213079	SCAF8	5242251
ENSG00000182621	PLCB1	5240672
ENSG00000205726	ITSN1	5238965
ENSG00000171456	ASXL1	5238201
ENSG00000147044	CASK	5237367
ENSG00000166598	HSP90B1	5235846
ENSG00000138777	PPA2	5235356
ENSG00000164031	DNAJB14	5235309
ENSG00000139970	RTN1	5231340
ENSG00000130340	SNX9	5229705
ENSG00000136770	DNAJC1	5226844
ENSG00000130396	AFDN	5226500
ENSG00000101972	STAG2	5225996
ENSG00000185737	NRG3	5225887
ENSG00000154710	RABGEF1	5224655
ENSG00000170248	PDCD6IP	5224477
ENSG00000147050	KDM6A	5223718
ENSG00000009335	UBE3C	5220325
ENSG00000126214	KLC1	5220024
ENSG00000038219	BOD1L1	5219472
ENSG00000124486	USP9X	5217460
ENSG00000169062	UPF3A	5214153
ENSG00000127022	CANX	5213801
ENSG00000136758	YME1L1	5213175
ENSG00000132294	EFR3A	5211747
ENSG00000127124	HIVEP3	5208741
ENSG00000169306	IL1RAPL1	5208680
ENSG00000151623	NR3C2	5208112
ENSG00000137764	MAP2K5	5207079
ENSG00000139154	AEBP2	5206942
ENSG00000163697	APBB2	5205916
ENSG00000174469	CNTNAP2	5203728
ENSG00000156113	KCNMA1	5200644
ENSG00000198648	STK39	5200367
ENSG00000075568	TMEM131	5199499
ENSG00000111860	CEP85L	5199356
ENSG00000144724	PTPRG	5198794
ENSG00000186472	PCLO	5196089
ENSG00000188529	SRSF10	5195269
ENSG00000072803	FBXW11	5195084
ENSG00000163660	CCNL1	5194227
ENSG00000170832	USP32	5193608
ENSG00000120963	ZNF706	5192007
ENSG00000114120	SLC25A36	5191622
ENSG00000183354	KIAA2026	5191460
ENSG00000120251	GRIA2	5189574
ENSG00000121774	KHDRBS1	5187214
ENSG00000137409	MTCH1	5187147
ENSG00000196588	MRTFA	5185997
ENSG00000083845	RPS5	5183123
ENSG00000111731	C2CD5	5181341
ENSG00000181163	NPM1	5180385
ENSG00000108424	KPNB1	5178891
ENSG00000148948	LRRC4C	5178125
ENSG00000089057	SLC23A2	5177027
ENSG00000129292	PHF20L1	5176459
ENSG00000165209	STRBP	5175798
ENSG00000184220	CMSS1	5174962
ENSG00000100664	EIF5	5172898
ENSG00000133424	LARGE1	5171091
ENSG00000144218	AFF3	5169344
ENSG00000153815	CMIP	5166425
ENSG00000170035	UBE2E3	5165331
ENSG00000107290	SETX	5163432
ENSG00000073910	FRY	5157668
ENSG00000148120	AOPEP	5157569
ENSG00000166266	CUL5	5157397
ENSG00000130939	UBE4B	5156044
ENSG00000144560	VGLL4	5156008
ENSG00000145982	FARS2	5153086
ENSG00000143614	GATAD2B	5151962
ENSG00000142534	RPS11	5148770
ENSG00000158987	RAPGEF6	5145668
ENSG00000100503	NIN	5145607
ENSG00000107758	PPP3CB	5144115
ENSG00000153113	CAST	5143419
ENSG00000047188	YTHDC2	5141249
ENSG00000138095	LRPPRC	5139849
ENSG00000120885	CLU	5139776
ENSG00000122218	COPA	5138415
ENSG00000144426	NBEAL1	5137231
ENSG00000116675	DNAJC6	5136850
ENSG00000173517	PEAK1	5134995
ENSG00000136754	ABI1	5134760
ENSG00000198898	CAPZA2	5133093
ENSG00000187231	SESTD1	5131395
ENSG00000188641	DPYD	5129158
ENSG00000150471	ADGRL3	5127153
ENSG00000107669	ATE1	5124140
ENSG00000122705	CLTA	5123907
ENSG00000170145	SIK2	5123271
ENSG00000013441	CLK1	5122983
ENSG00000151322	NPAS3	5119411
ENSG00000112200	ZNF451	5117626
ENSG00000176390	CRLF3	5115749
ENSG00000010404	IDS	5115483
ENSG00000135870	RC3H1	5114363
ENSG00000243156	MICAL3	5113711
ENSG00000077097	TOP2B	5111566
ENSG00000198911	SREBF2	5108945
ENSG00000181827	RFX7	5108846
ENSG00000213639	PPP1CB	5108100
ENSG00000173744	AGFG1	5106263
ENSG00000116489	CAPZA1	5103299
ENSG00000174444	RPL4	5101826
ENSG00000187257	RSBN1L	5101464
ENSG00000171877	FRMD5	5101398
ENSG00000141867	BRD4	5101001
ENSG00000065978	YBX1	5099708
ENSG00000120727	PAIP2	5099518
ENSG00000081189	MEF2C	5099218
ENSG00000018236	CNTN1	5098327
ENSG00000168385	SEPTIN2	5098072
ENSG00000140740	UQCRC2	5097722
ENSG00000171681	ATF7IP	5094412
ENSG00000148053	NTRK2	5093864
ENSG00000186001	LRCH3	5092618
ENSG00000175806	MSRA	5089975
ENSG00000175893	ZDHHC21	5088857
ENSG00000163618	CADPS	5088596
ENSG00000111669	TPI1	5086441
ENSG00000117000	RLF	5086321
ENSG00000186868	MAPT	5086320
ENSG00000145741	BTF3	5084293
ENSG00000130414	NDUFA10	5084142
ENSG00000135390	ATP5MC2	5083651
ENSG00000104904	OAZ1	5082455
ENSG00000100380	ST13	5081745
ENSG00000058091	CDK14	5081384
ENSG00000032219	ARID4A	5080881
ENSG00000078114	NEBL	5079817
ENSG00000083097	DOP1A	5079500
ENSG00000143702	CEP170	5078574
ENSG00000146963	LUC7L2	5077272
ENSG00000014641	MDH1	5076985
ENSG00000133639	BTG1	5075868
ENSG00000138674	SEC31A	5074493
ENSG00000174953	DHX36	5072189
ENSG00000170759	KIF5B	5070016
ENSG00000063046	EIF4B	5068004
ENSG00000100393	EP300	5067786
ENSG00000230124	ACBD6	5067134
ENSG00000179889	PDXDC1	5064347
ENSG00000130226	DPP6	5063503
ENSG00000138593	SECISBP2L	5062257
ENSG00000135317	SNX14	5061459
ENSG00000138757	G3BP2	5061379
ENSG00000205531	NAP1L4	5061188
ENSG00000065526	SPEN	5060852
ENSG00000177311	ZBTB38	5059917
ENSG00000153201	RANBP2	5058350
ENSG00000170579	DLGAP1	5058232
ENSG00000113163	CERT1	5055038
ENSG00000173692	PSMD1	5051806
ENSG00000108669	CYTH1	5051137
ENSG00000203930	LINC00632	5047313
ENSG00000133961	NUMB	5045072
ENSG00000078328	RBFOX1	5044235
ENSG00000141252	VPS53	5041163
ENSG00000077147	TM9SF3	5040174
ENSG00000111011	RSRC2	5039999
ENSG00000055163	CYFIP2	5039573
ENSG00000171105	INSR	5039295
ENSG00000180817	PPA1	5038576
ENSG00000130338	TULP4	5036600
ENSG00000145833	DDX46	5035312
ENSG00000152127	MGAT5	5034726
ENSG00000004897	CDC27	5033636
ENSG00000068878	PSME4	5033629
ENSG00000122417	ODF2L	5033115
ENSG00000090686	USP48	5031582
ENSG00000135749	PCNX2	5030980
ENSG00000156931	VPS8	5030477
ENSG00000036549	ZZZ3	5030269
ENSG00000172292	CERS6	5028705
ENSG00000128731	HERC2	5027199
ENSG00000158560	DYNC1I1	5027041
ENSG00000136813	ECPAS	5026503
ENSG00000230876	LINC00486	5024867
ENSG00000148219	ASTN2	5023395
ENSG00000188559	RALGAPA2	5023070
ENSG00000147099	HDAC8	5021544
ENSG00000204442	NALF1	5019687
ENSG00000140575	IQGAP1	5019009
ENSG00000223482	NUTM2A-AS1	5018272
ENSG00000034677	RNF19A	5016042
ENSG00000073614	KDM5A	5016037
ENSG00000171044	XKR6	5015501
ENSG00000128881	TTBK2	5014786
ENSG00000075945	KIFAP3	5013641
ENSG00000113649	TCERG1	5013485
ENSG00000265491	RNF115	5012096
ENSG00000188352	FOCAD	5011711
ENSG00000127922	SEM1	5010861
ENSG00000231889	TRAF3IP2-AS1	5010355
ENSG00000117410	ATP6V0B	5009743
ENSG00000176463	SLCO3A1	5007703
ENSG00000167232	ZNF91	5007671
ENSG00000278540	ACACA	5006246
ENSG00000183023	SLC8A1	5006023
ENSG00000178982	EIF3K	5004580
ENSG00000167004	PDIA3	5004241
ENSG00000198130	HIBCH	5003373
ENSG00000148090	AUH	5002732
ENSG00000153922	CHD1	5000231
ENSG00000132849	PATJ	4996496
ENSG00000139687	RB1	4996483
ENSG00000161547	SRSF2	4995782
ENSG00000102466	FGF14	4993676
ENSG00000107890	ANKRD26	4992725
ENSG00000169918	OTUD7A	4990913
ENSG00000198887	SMC5	4990178
ENSG00000145730	PAM	4986390
ENSG00000102595	UGGT2	4984483
ENSG00000125691	RPL23	4984286
ENSG00000122484	RPAP2	4983767
ENSG00000136854	STXBP1	4983592
ENSG00000015171	ZMYND11	4983224
ENSG00000197969	VPS13A	4982339
ENSG00000169714	CNBP	4982000
ENSG00000163162	RNF149	4980839
ENSG00000142687	KIAA0319L	4979097
ENSG00000119487	MAPKAP1	4976354
ENSG00000205268	PDE7A	4975907
ENSG00000204138	PHACTR4	4975627
ENSG00000136643	RPS6KC1	4975304
ENSG00000115091	ACTR3	4974511
ENSG00000114098	ARMC8	4974491
ENSG00000174891	RSRC1	4973899
ENSG00000102452	NALCN	4973817
ENSG00000100644	HIF1A	4972800
ENSG00000182168	UNC5C	4972474
ENSG00000108946	PRKAR1A	4972383
ENSG00000092439	TRPM7	4970089
ENSG00000104964	TLE5	4969424
ENSG00000081913	PHLPP1	4969030
ENSG00000162402	USP24	4968877
ENSG00000147010	SH3KBP1	4967394
ENSG00000170776	AKAP13	4966266
ENSG00000119596	YLPM1	4965210
ENSG00000168610	STAT3	4963475
ENSG00000112335	SNX3	4961738
ENSG00000153956	CACNA2D1	4960983
ENSG00000048828	FAM120A	4959752
ENSG00000108021	TASOR2	4958775
ENSG00000091129	NRCAM	4958341
ENSG00000155506	LARP1	4958043
ENSG00000105778	AVL9	4957927
ENSG00000137710	RDX	4957676
ENSG00000118363	SPCS2	4956355
ENSG00000186094	AGBL4	4955801
ENSG00000145860	RNF145	4954186
ENSG00000137601	NEK1	4953726
ENSG00000187672	ERC2	4953437
ENSG00000049759	NEDD4L	4953175
ENSG00000100941	PNN	4952991
ENSG00000143924	EML4	4952233
ENSG00000123200	ZC3H13	4951461
ENSG00000182944	EWSR1	4951435
ENSG00000102144	PGK1	4947942
ENSG00000116251	RPL22	4946200
ENSG00000100485	SOS2	4946120
ENSG00000119509	INVS	4946015
ENSG00000112320	SOBP	4945141
ENSG00000137815	RTF1	4944199
ENSG00000187164	SHTN1	4942743
ENSG00000115840	SLC25A12	4942629
ENSG00000106261	ZKSCAN1	4940505
ENSG00000149177	PTPRJ	4938526
ENSG00000144455	SUMF1	4937892
ENSG00000146457	WTAP	4936648
ENSG00000117625	RCOR3	4934645
ENSG00000082269	FAM135A	4934213
ENSG00000175387	SMAD2	4934099
ENSG00000196504	PRPF40A	4932323
ENSG00000196683	TOMM7	4932156
ENSG00000122042	UBL3	4931912
ENSG00000138190	EXOC6	4930441
ENSG00000065609	SNAP91	4929846
ENSG00000106615	RHEB	4929163
ENSG00000182901	RGS7	4928383
ENSG00000160014	CALM3	4928202
ENSG00000172270	BSG	4925821
ENSG00000185883	ATP6V0C	4925625
ENSG00000069020	MAST4	4925248
ENSG00000109572	CLCN3	4924350
ENSG00000157450	RNF111	4924090
ENSG00000177189	RPS6KA3	4923688
ENSG00000134278	SPIRE1	4922605
ENSG00000175662	TOM1L2	4922152
ENSG00000215301	DDX3X	4921480
ENSG00000132932	ATP8A2	4921295
ENSG00000189079	ARID2	4920043
ENSG00000180376	CCDC66	4919494
ENSG00000131469	RPL27	4917610
ENSG00000153914	SREK1	4917223
ENSG00000119950	MXI1	4914985
ENSG00000005700	IBTK	4914438
ENSG00000111880	RNGTT	4912587
ENSG00000055130	CUL1	4912317
ENSG00000149179	CSTPP1	4909730
ENSG00000166441	RPL27A	4908044
ENSG00000155970	MICU3	4906982
ENSG00000083896	YTHDC1	4906790
ENSG00000015153	YAF2	4906713
ENSG00000120910	PPP3CC	4905384
ENSG00000135940	COX5B	4904124
ENSG00000121964	GTDC1	4898669
ENSG00000138468	SENP7	4898228
ENSG00000102189	EEA1	4898171
ENSG00000205937	RNPS1	4896463
ENSG00000112699	GMDS	4893345
ENSG00000197386	HTT	4893339
ENSG00000082397	EPB41L3	4893301
ENSG00000176049	JAKMIP2	4892546
ENSG00000073969	NSF	4891730
ENSG00000047249	ATP6V1H	4890799
ENSG00000136888	ATP6V1G1	4888811
ENSG00000100505	TRIM9	4888034
ENSG00000011405	PIK3C2A	4886528
ENSG00000181090	EHMT1	4886334
ENSG00000118564	FBXL5	4886298
ENSG00000125944	HNRNPR	4885843
ENSG00000134444	RELCH	4885605
ENSG00000100523	DDHD1	4885593
ENSG00000133958	UNC79	4884726
ENSG00000291237	SOD2	4882960
ENSG00000116667	C1orf21	4882575
ENSG00000114423	CBLB	4882363
ENSG00000215386	MIR99AHG	4878116
ENSG00000187742	SECISBP2	4877237
ENSG00000173473	SMARCC1	4874133
ENSG00000124172	ATP5F1E	4871304
ENSG00000113013	HSPA9	4869445
ENSG00000089053	ANAPC5	4866641
ENSG00000152217	SETBP1	4866211
ENSG00000141425	RPRD1A	4865390
ENSG00000008988	RPS20	4864165
ENSG00000144935	TRPC1	4862255
ENSG00000163531	NFASC	4860970
ENSG00000107854	TNKS2	4858569
ENSG00000107929	LARP4B	4858188
ENSG00000136536	MARCHF7	4858101
ENSG00000154217	PITPNC1	4858084
ENSG00000143164	DCAF6	4857998
ENSG00000184792	OSBP2	4857144
ENSG00000073417	PDE8A	4854800
ENSG00000112624	BICRAL	4854698
ENSG00000170558	CDH2	4854248
ENSG00000151090	THRB	4853856
ENSG00000059758	CDK17	4853616
ENSG00000166206	GABRB3	4850853
ENSG00000096746	HNRNPH3	4850554
ENSG00000058063	ATP11B	4850132
ENSG00000126870	DYNC2I1	4849728
ENSG00000117713	ARID1A	4849033
ENSG00000122257	RBBP6	4848988
ENSG00000173611	SCAI	4847828
ENSG00000101752	MIB1	4845363
ENSG00000114279	FGF12	4844140
ENSG00000053524	MCF2L2	4843239
ENSG00000255302	EID1	4842642
ENSG00000144535	DIS3L2	4842571
ENSG00000177885	GRB2	4842186
ENSG00000126858	RHOT1	4842113
ENSG00000078043	PIAS2	4840825
ENSG00000080546	SESN1	4840266
ENSG00000131437	KIF3A	4838969
ENSG00000106459	NRF1	4835447
ENSG00000113648	MACROH2A1	4834940
ENSG00000183117	CSMD1	4833651
ENSG00000135597	REPS1	4833274
ENSG00000111666	CHPT1	4832715
ENSG00000272888	CHASERR	4831690
ENSG00000087258	GNAO1	4829379
ENSG00000106603	COA1	4825220
ENSG00000136828	RALGPS1	4823752
ENSG00000158467	AHCYL2	4823349
ENSG00000134371	CDC73	4822756
ENSG00000150593	PDCD4	4821265
ENSG00000107186	MPDZ	4819264
ENSG00000147421	HMBOX1	4818842
ENSG00000168958	MFF	4818079
ENSG00000114030	KPNA1	4816100
ENSG00000040933	INPP4A	4815497
ENSG00000137177	KIF13A	4813051
ENSG00000025293	PHF20	4812349
ENSG00000064999	ANKS1A	4809685
ENSG00000180776	ZDHHC20	4807089
ENSG00000095637	SORBS1	4805750
ENSG00000152578	GRIA4	4804293
ENSG00000137642	SORL1	4803584
ENSG00000186260	MRTFB	4801950
ENSG00000064607	SUGP2	4801222
ENSG00000118922	KLF12	4800215
ENSG00000197728	RPS26	4800127
ENSG00000155313	USP25	4798095
ENSG00000128245	YWHAH	4796619
ENSG00000172493	AFF1	4796135
ENSG00000064651	SLC12A2	4794656
ENSG00000007392	LUC7L	4792568
ENSG00000106829	TLE4	4792405
ENSG00000261115	TMEM178B	4790110
ENSG00000138802	SEC24B	4788309
ENSG00000104529	EEF1D	4787845
ENSG00000118873	RAB3GAP2	4785747
ENSG00000118217	ATF6	4785720
ENSG00000159023	EPB41	4784543
ENSG00000071242	RPS6KA2	4784003
ENSG00000120265	PCMT1	4782120
ENSG00000071189	SNX13	4781830
ENSG00000100387	RBX1	4779361
ENSG00000107862	GBF1	4775819
ENSG00000066651	TRMT11	4775672
ENSG00000097033	SH3GLB1	4775533
ENSG00000182606	TRAK1	4775394
ENSG00000144406	UNC80	4771778
ENSG00000126267	COX6B1	4771275
ENSG00000231607	DLEU2	4770107
ENSG00000151692	RNF144A	4769583
ENSG00000144451	SPAG16	4769518
ENSG00000110955	ATP5F1B	4768424
ENSG00000198626	RYR2	4767069
ENSG00000131171	SH3BGRL	4765792
ENSG00000107223	EDF1	4765760
ENSG00000178662	CSRNP3	4765727
ENSG00000033122	LRRC7	4765379
ENSG00000182771	GRID1	4762925
ENSG00000135164	DMTF1	4762725
ENSG00000160310	PRMT2	4759158
ENSG00000155816	FMN2	4758268
ENSG00000137145	DENND4C	4758232
ENSG00000169764	UGP2	4757890
ENSG00000011275	RNF216	4751710
ENSG00000188580	NKAIN2	4751416
ENSG00000163590	PPM1L	4750970
ENSG00000151466	SCLT1	4749494
ENSG00000104218	CSPP1	4748532
ENSG00000160145	KALRN	4748405
ENSG00000225484	NUTM2B-AS1	4745628
ENSG00000157680	DGKI	4745439
ENSG00000081154	PCNP	4745408
ENSG00000168575	SLC20A2	4744360
ENSG00000060339	CCAR1	4743866
ENSG00000119318	RAD23B	4743496
ENSG00000102753	KPNA3	4742517
ENSG00000112081	SRSF3	4742337
ENSG00000101266	CSNK2A1	4741465
ENSG00000129084	PSMA1	4741177
ENSG00000138411	HECW2	4740997
ENSG00000047410	TPR	4739373
ENSG00000124422	USP22	4739352
ENSG00000154654	NCAM2	4738235
ENSG00000112695	COX7A2	4737011
ENSG00000176788	BASP1	4735490
ENSG00000164258	NDUFS4	4734825
ENSG00000107581	EIF3A	4733705
ENSG00000180370	PAK2	4733027
ENSG00000130402	ACTN4	4731858
ENSG00000170310	STX8	4731229
ENSG00000196482	ESRRG	4730387
ENSG00000055208	TAB2	4729900
ENSG00000150477	KIAA1328	4729679
ENSG00000100991	TRPC4AP	4727912
ENSG00000107372	ZFAND5	4724249
ENSG00000164418	GRIK2	4720490
ENSG00000198160	MIER1	4720472
ENSG00000034713	GABARAPL2	4719404
ENSG00000134333	LDHA	4717740
ENSG00000162599	NFIA	4715614
ENSG00000213585	VDAC1	4715519
ENSG00000010017	RANBP9	4714922
ENSG00000150093	ITGB1	4714063
ENSG00000160305	DIP2A	4712548
ENSG00000132155	RAF1	4711857
ENSG00000118762	PKD2	4710975
ENSG00000038532	CLEC16A	4710257
ENSG00000115295	CLIP4	4709811
ENSG00000106976	DNM1	4708387
ENSG00000138760	SCARB2	4705875
ENSG00000145087	STXBP5L	4704164
ENSG00000204130	RUFY2	4704147
ENSG00000142864	SERBP1	4703925
ENSG00000167615	LENG8	4703922
ENSG00000177694	NAALADL2	4703420
ENSG00000072134	EPN2	4698835
ENSG00000080345	RIF1	4698633
ENSG00000104133	SPG11	4698136
ENSG00000155111	CDK19	4695038
ENSG00000120658	ENOX1	4692857
ENSG00000169020	ATP5ME	4692499
ENSG00000118454	ANKRD13C	4691878
ENSG00000144445	KANSL1L	4688708
ENSG00000151067	CACNA1C	4688510
ENSG00000144381	HSPD1	4687852
ENSG00000117139	KDM5B	4686993
ENSG00000123124	WWP1	4686633
ENSG00000132842	AP3B1	4686546
ENSG00000134686	PHC2	4685947
ENSG00000110497	AMBRA1	4685543
ENSG00000145284	SCD5	4685305
ENSG00000135932	CAB39	4684189
ENSG00000145725	PPIP5K2	4683907
ENSG00000117632	STMN1	4682872
ENSG00000198836	OPA1	4682648
ENSG00000173915	ATP5MK	4681540
ENSG00000091164	TXNL1	4680674
ENSG00000245937	SLC12A2-DT	4679998
ENSG00000170027	YWHAG	4679994
ENSG00000242759	LINC00882	4677937
ENSG00000119335	SET	4677127
ENSG00000138767	CNOT6L	4676007
ENSG00000156298	TSPAN7	4675863
ENSG00000103479	RBL2	4675352
ENSG00000086061	DNAJA1	4673484
ENSG00000149970	CNKSR2	4672279
ENSG00000079841	RIMS1	4669388
ENSG00000112893	MAN2A1	4668044
ENSG00000023228	NDUFS1	4666275
ENSG00000128654	MTX2	4665359
ENSG00000135945	REV1	4663482
ENSG00000145241	CENPC	4661401
ENSG00000070366	SMG6	4660633
ENSG00000088930	XRN2	4659839
ENSG00000155886	SLC24A2	4657828
ENSG00000157869	RAB28	4657783
ENSG00000109911	ELP4	4656868
ENSG00000178234	GALNT11	4655927
ENSG00000078142	PIK3C3	4655674
ENSG00000153774	CFDP1	4655490
ENSG00000164828	SUN1	4654332
ENSG00000033867	SLC4A7	4654259
ENSG00000116984	MTR	4652875
ENSG00000255248	MIR100HG	4651211
ENSG00000115944	COX7A2L	4650676
ENSG00000095564	BTAF1	4650077
ENSG00000133835	HSD17B4	4649919
ENSG00000156299	TIAM1	4649725
ENSG00000157388	CACNA1D	4648235
ENSG00000067141	NEO1	4647455
ENSG00000147202	DIAPH2	4647352
ENSG00000143156	NME7	4646825
ENSG00000134852	CLOCK	4646398
ENSG00000131375	CAPN7	4645154
ENSG00000074657	ZNF532	4644635
ENSG00000128989	ARPP19	4642747
ENSG00000143324	XPR1	4642304
ENSG00000104381	GDAP1	4641915
ENSG00000107679	PLEKHA1	4641110
ENSG00000059588	TARBP1	4640032
ENSG00000133858	ZFC3H1	4639736
ENSG00000177479	ARIH2	4638216
ENSG00000108256	NUFIP2	4638143
ENSG00000162613	FUBP1	4636300
ENSG00000177103	DSCAML1	4633733
ENSG00000081026	MAGI3	4633333
ENSG00000152377	SPOCK1	4630081
ENSG00000150867	PIP4K2A	4629555
ENSG00000168280	KIF5C	4628691
ENSG00000140577	CRTC3	4628216
ENSG00000106415	GLCCI1	4628040
ENSG00000006576	PHTF2	4626928
ENSG00000154723	ATP5PF	4626298
ENSG00000102786	INTS6	4626152
ENSG00000139915	MDGA2	4625359
ENSG00000175354	PTPN2	4625207
ENSG00000025796	SEC63	4625063
ENSG00000119778	ATAD2B	4624967
ENSG00000131089	ARHGEF9	4623969
ENSG00000177853	ZNF518A	4622935
ENSG00000120725	SIL1	4622736
ENSG00000117758	STX12	4621850
ENSG00000138768	USO1	4621339
ENSG00000183715	OPCML	4620370
ENSG00000157741	UBN2	4620192
ENSG00000152208	GRID2	4620178
ENSG00000116191	RALGPS2	4617767
ENSG00000103994	ZNF106	4617739
ENSG00000151883	PARP8	4615394
ENSG00000215421	ZNF407	4615297
ENSG00000112584	FAM120B	4614806
ENSG00000198105	ZNF248	4614511
ENSG00000175048	ZDHHC14	4614393
ENSG00000139990	DCAF5	4613633
ENSG00000118515	SGK1	4612975
ENSG00000106780	MEGF9	4612866
ENSG00000121879	PIK3CA	4612588
ENSG00000115970	THADA	4612304
ENSG00000136560	TANK	4611590
ENSG00000006715	VPS41	4611458
ENSG00000149269	PAK1	4610832
ENSG00000106771	TMEM245	4610123
ENSG00000112232	KHDRBS2	4608675
ENSG00000068024	HDAC4	4608438
ENSG00000169855	ROBO1	4607101
ENSG00000163644	PPM1K	4606181
ENSG00000112182	BACH2	4605916
ENSG00000106617	PRKAG2	4603929
ENSG00000145781	COMMD10	4603845
ENSG00000104093	DMXL2	4603444
ENSG00000186908	ZDHHC17	4601445
ENSG00000197912	SPG7	4601125
ENSG00000141837	CACNA1A	4599570
ENSG00000023318	ERP44	4598788
ENSG00000008277	ADAM22	4597998
ENSG00000143469	SYT14	4596182
ENSG00000011114	BTBD7	4595814
ENSG00000134759	ELP2	4594831
ENSG00000175054	ATR	4594063
ENSG00000170873	MTSS1	4594024
ENSG00000065413	ANKRD44	4593507
ENSG00000154822	PLCL2	4593401
ENSG00000116044	NFE2L2	4591545
ENSG00000122741	DCAF10	4591222
ENSG00000089916	GPATCH2L	4590733
ENSG00000144290	SLC4A10	4590442
ENSG00000051382	PIK3CB	4589907
ENSG00000100836	PABPN1	4589900
ENSG00000115239	ASB3	4588866
ENSG00000088812	ATRN	4588618
ENSG00000149084	HSD17B12	4587714
ENSG00000114573	ATP6V1A	4585813
ENSG00000119231	SENP5	4584505
ENSG00000049246	PER3	4584277
ENSG00000153250	RBMS1	4583262
ENSG00000138709	LARP1B	4583131
ENSG00000138279	ANXA7	4581217
ENSG00000172262	ZNF131	4581183
ENSG00000109320	NFKB1	4579929
ENSG00000133104	SPART	4579592
ENSG00000085733	CTTN	4579003
